cur	ec	mod-ps	rg-ps	di-ps	fw1-ps	fw2-ps	pf-ps	vlv-di-fill	vlv-di-in	vlv-di-out	vlv-rg-fill	vlv-rg-drain	vlv-rg-in	vlv-rg-out	vlv-fw1-in	vlv-fw1-out	vlv-fw2-in	vlv-po	vlv-mod-drain	pmp-sys	pmp-di	pmp-fw1	pmp-fw2	uv	en-anode1	en-cath1	pl-anode1	pl-cath1	en-anode2	en-cath2	pl-anode2	pl-cath2	pw	rg-he	di-he	fw1-he	fw2-he	rg-lev	di-lev	fw1-lev	fw2-lev	rg-vol	di-vol	fw1-vol	fw2-vol	pr-ec	ver	sn	mod-en	mod-pl	proc	proc-time	ph	ph-time	count	cyc	rnd	pr-last	rc-last	fr-last	halt-re	time	exec
-1.1	0.0638	11812.5	1771.875	3281.25	NaN	NaN	NaN	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-13.0	-0.008	0.376	NaN	NaN	-0.019	0.836	NaN	NaN	-0.57	29.26	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	8.251	"fill-rg-di"	8.05	0	0	0	0.0	0.0	0.0	null	10.046	0.084
-1.1	0.0638	11812.5	1771.875	3281.25	NaN	NaN	NaN	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-13.0	-0.008	0.376	NaN	NaN	-0.019	0.836	NaN	NaN	-0.57	29.26	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	8.251	"fill-rg-di"	8.05	0	0	0	0.0	0.0	0.0	null	10.046	0.084
-1.0	0.06325	12750.0	2146.875	3046.875	NaN	NaN	NaN	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-12.0	0.03	0.353	NaN	NaN	0.071	0.784	NaN	NaN	2.13	27.44	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	18.289	"fill-rg-di"	18.088	0	0	0	0.0	0.0	0.0	null	20.084	0.086
-0.9	0.0627	9937.5	2371.875	2840.625	NaN	NaN	NaN	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-11.0	0.052	0.332	NaN	NaN	0.124	0.738	NaN	NaN	3.72	25.83	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	28.322	"fill-rg-di"	28.121	0	0	0	0.0	0.0	0.0	null	30.117	0.084
-1.5	0.061875	11250.0	2643.75	2634.375	NaN	NaN	NaN	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-18.0	0.079	0.311	NaN	NaN	0.188	0.691	NaN	NaN	5.64	24.185	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	38.361	"fill-rg-di"	38.16	0	0	0	0.0	0.0	0.0	null	40.156	0.089
-0.7	0.0605	11250.0	2896.875	2437.5	NaN	NaN	NaN	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-8.0	0.105	0.292	NaN	NaN	0.25	0.649	NaN	NaN	7.5	22.715	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	48.394	"fill-rg-di"	48.193	0	0	0	0.0	0.0	0.0	null	50.189	0.084
-0.8	0.0583	13312.5	3140.625	2203.125	NaN	NaN	NaN	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-10.0	0.129	0.268	NaN	NaN	0.307	0.596	NaN	NaN	9.21	20.86	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	58.427	"fill-rg-di"	58.226	0	0	0	0.0	0.0	0.0	null	60.222	0.084
-0.8	0.0572	6750.0	3262.5	2306.25	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-10.0	0.141	0.279	NaN	NaN	0.336	0.62	NaN	NaN	10.08	21.7	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	68.471	"fill-di"	5.625	0	0	0	0.0	0.0	0.0	null	70.266	0.089
-0.8	0.05775	5437.5	3253.125	2625.0	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-10.0	0.14	0.31	NaN	NaN	0.333	0.689	NaN	NaN	9.99	24.115	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	78.504	"fill-di"	15.658	0	0	0	0.0	0.0	0.0	null	80.299	0.086
-0.3	0.05775	6562.5	3253.125	2934.375	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-4.0	0.14	0.341	NaN	NaN	0.333	0.758	NaN	NaN	9.99	26.53	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	88.536	"fill-di"	25.69	0	0	0	0.0	0.0	0.0	null	90.331	0.09
-0.4	0.05775	8250.0	3253.125	3253.125	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-5.0	0.14	0.373	NaN	NaN	0.333	0.829	NaN	NaN	9.99	29.015	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	98.371	"fill-di"	35.525	0	0	0	0.0	0.0	0.0	null	100.166	0.085
-0.8	0.05775	10500.0	3140.625	3393.75	NaN	NaN	NaN	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-10.0	0.129	0.387	NaN	NaN	0.307	0.86	NaN	NaN	9.21	30.1	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	108.403	"prime"	6.42	0	0	0	0.0	0.0	0.0	null	110.198	0.083
-1.2	0.0561	10500.0	3168.75	3375.0	NaN	NaN	NaN	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-14.0	0.132	0.386	NaN	NaN	0.314	0.858	NaN	NaN	9.42	30.03	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	118.443	"prime"	16.46	0	0	0	0.0	0.0	0.0	null	120.238	0.083
