cur	ec	mod-ps	rg-ps	di-ps	fw1-ps	fw2-ps	pf-ps	vlv-di-fill	vlv-di-in	vlv-di-out	vlv-rg-fill	vlv-rg-drain	vlv-rg-in	vlv-rg-out	vlv-fw1-in	vlv-fw1-out	vlv-fw2-in	vlv-po	vlv-mod-drain	pmp-sys	pmp-di	pmp-fw1	pmp-fw2	uv	en-anode1	en-cath1	pl-anode1	pl-cath1	en-anode2	en-cath2	pl-anode2	pl-cath2	pw	rg-he	di-he	fw1-he	fw2-he	rg-lev	di-lev	fw1-lev	fw2-lev	rg-vol	di-vol	fw1-vol	fw2-vol	pr-ec	ver	sn	mod-en	mod-pl	proc	proc-time	ph	ph-time	count	cyc	rnd	pr-last	rc-last	fr-last	halt-re	time	exec
-1.8	0.048675	20812.5	2840.625	2287.5	NaN	NaN	NaN	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-22.0	0.099	0.287	NaN	NaN	0.236	0.638	NaN	NaN	7.08	22.33	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	8.254	"prime"	7.429	0	0	0	0.0	0.0	0.0	null	10.057	0.087
-1.8	0.048675	20812.5	2840.625	2287.5	NaN	NaN	NaN	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-22.0	0.099	0.287	NaN	NaN	0.236	0.638	NaN	NaN	7.08	22.33	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	8.254	"prime"	7.429	0	0	0	0.0	0.0	0.0	null	10.057	0.087
-2.3	0.048675	20625.0	2821.875	2306.25	NaN	NaN	NaN	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-28.0	0.097	0.289	NaN	NaN	0.231	0.642	NaN	NaN	6.93	22.47	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	18.29	"prime"	17.465	0	0	0	0.0	0.0	0.0	null	20.093	0.086
-2.1	0.04895	19687.5	2821.875	2287.5	NaN	NaN	NaN	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-25.0	0.097	0.287	NaN	NaN	0.231	0.638	NaN	NaN	6.93	22.33	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	28.328	"prime"	27.503	0	0	0	0.0	0.0	0.0	null	30.131	0.083
-11.9	0.04895	27187.5	2981.25	2643.75	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-143.0	0.113	0.322	NaN	NaN	0.269	0.716	NaN	NaN	8.07	25.06	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	38.371	"deionize"	7.032	0	1	0	0.0	0.0	0.0	null	40.174	0.087
-12.3	0.048675	25312.5	2990.625	2578.125	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-148.0	0.114	0.316	NaN	NaN	0.271	0.702	NaN	NaN	8.13	24.57	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	48.407	"deionize"	17.068	0	1	0	0.0	0.0	0.0	null	50.21	0.087
-11.5	0.0484	25875.0	2981.25	2606.25	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-138.0	0.113	0.319	NaN	NaN	0.269	0.709	NaN	NaN	8.07	24.815	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	58.441	"deionize"	27.102	0	1	0	0.0	0.0	0.0	null	60.244	0.091
-12.0	0.0473	25500.0	2990.625	2550.0	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-144.0	0.114	0.313	NaN	NaN	0.271	0.696	NaN	NaN	8.13	24.36	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	68.479	"deionize"	37.14	0	1	0	0.0	0.0	0.0	null	70.282	0.092
-11.7	0.046475	26812.5	2981.25	2521.875	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-140.0	0.113	0.31	NaN	NaN	0.269	0.689	NaN	NaN	8.07	24.115	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	78.516	"deionize"	47.177	0	1	0	0.0	0.0	0.0	null	80.319	0.09
-11.8	0.045925	27375.0	2981.25	2437.5	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-142.0	0.113	0.302	NaN	NaN	0.269	0.671	NaN	NaN	8.07	23.485	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	88.352	"deionize"	57.013	0	1	0	0.0	0.0	0.0	null	90.155	0.084
