cur	ec	mod-ps	rg-ps	di-ps	fw1-ps	fw2-ps	pf-ps	vlv-di-fill	vlv-di-in	vlv-di-out	vlv-rg-fill	vlv-rg-drain	vlv-rg-in	vlv-rg-out	vlv-fw1-in	vlv-fw1-out	vlv-fw2-in	vlv-po	vlv-mod-drain	pmp-sys	pmp-di	pmp-fw1	pmp-fw2	uv	en-anode1	en-cath1	pl-anode1	pl-cath1	en-anode2	en-cath2	pl-anode2	pl-cath2	pw	rg-he	di-he	fw1-he	fw2-he	rg-lev	di-lev	fw1-lev	fw2-lev	rg-vol	di-vol	fw1-vol	fw2-vol	pr-ec	ver	sn	mod-en	mod-pl	proc	proc-time	ph	ph-time	count	cyc	rnd	pr-last	rc-last	fr-last	halt-re	time	exec
-1.1	0.056375	9937.5	1781.25	1968.75	NaN	NaN	NaN	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-13.0	-0.007	0.245	NaN	NaN	-0.017	0.544	NaN	NaN	-0.51	19.04	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	8.245	"fill-rg-di"	8.044	0	0	0	0.0	0.0	0.0	null	10.028	0.084
-0.8	0.056375	9750.0	1781.25	1968.75	NaN	NaN	NaN	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-10.0	-0.007	0.245	NaN	NaN	-0.017	0.544	NaN	NaN	-0.51	19.04	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	8.446	"fill-rg-di"	8.245	0	0	0	0.0	0.0	0.0	null	10.229	0.09
-1.1	0.055275	12750.0	2128.125	1771.875	NaN	NaN	NaN	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-13.0	0.028	0.225	NaN	NaN	0.067	0.5	NaN	NaN	2.01	17.5	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	18.279	"fill-rg-di"	18.078	0	0	0	0.0	0.0	0.0	null	20.062	0.084
-0.7	0.054175	12000.0	2381.25	1575.0	NaN	NaN	NaN	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-8.0	0.053	0.206	NaN	NaN	0.126	0.458	NaN	NaN	3.78	16.03	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	28.321	"fill-rg-di"	28.12	0	0	0	0.0	0.0	0.0	null	30.104	0.085
-1.0	0.051975	11625.0	2625.0	1350.0	NaN	NaN	NaN	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-12.0	0.078	0.183	NaN	NaN	0.186	0.407	NaN	NaN	5.58	14.245	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	38.358	"fill-rg-di"	38.157	0	0	0	0.0	0.0	0.0	null	40.141	0.084
-0.8	0.051425	12937.5	2887.5	1134.375	NaN	NaN	NaN	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-10.0	0.104	0.161	NaN	NaN	0.248	0.358	NaN	NaN	7.44	12.53	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	48.397	"fill-rg-di"	48.196	0	0	0	0.0	0.0	0.0	null	50.18	0.084
-0.2	0.049775	12562.5	3121.875	937.5	NaN	NaN	NaN	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-2.0	0.127	0.142	NaN	NaN	0.302	0.316	NaN	NaN	9.06	11.06	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	58.436	"fill-rg-di"	58.235	0	0	0	0.0	0.0	0.0	null	60.219	0.084
-0.9	0.049775	4875.0	3281.25	946.875	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-11.0	0.143	0.143	NaN	NaN	0.34	0.318	NaN	NaN	10.2	11.13	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	68.474	"fill-di"	4.216	0	0	0	0.0	0.0	0.0	null	70.257	0.084
-0.8	0.049225	6187.5	3271.875	1256.25	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-10.0	0.142	0.174	NaN	NaN	0.338	0.387	NaN	NaN	10.14	13.545	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	78.515	"fill-di"	14.257	0	0	0	0.0	0.0	0.0	null	80.298	0.086
-1.0	0.049225	5250.0	3262.5	1556.25	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-12.0	0.141	0.204	NaN	NaN	0.336	0.453	NaN	NaN	10.08	15.855	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	88.347	"fill-di"	24.089	0	0	0	0.0	0.0	0.0	null	90.13	0.09
-0.1	0.048675	5812.5	3262.5	1818.75	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-1.0	0.141	0.23	NaN	NaN	0.336	0.511	NaN	NaN	10.08	17.885	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	98.386	"fill-di"	34.128	0	0	0	0.0	0.0	0.0	null	100.169	0.09
-0.5	0.048675	6562.5	3271.875	2175.0	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-6.0	0.142	0.266	NaN	NaN	0.338	0.591	NaN	NaN	10.14	20.685	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	108.424	"fill-di"	44.166	0	0	0	0.0	0.0	0.0	null	110.207	0.091
-0.8	0.049225	7687.5	3271.875	2475.0	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-10.0	0.142	0.295	NaN	NaN	0.338	0.656	NaN	NaN	10.14	22.96	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	118.457	"fill-di"	54.199	0	0	0	0.0	0.0	0.0	null	120.24	0.084
-0.5	0.049225	6937.5	3253.125	2784.375	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-6.0	0.14	0.326	NaN	NaN	0.333	0.724	NaN	NaN	9.99	25.34	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	128.494	"fill-di"	64.236	0	0	0	0.0	0.0	0.0	null	130.277	0.084
-0.1	0.048675	8062.5	3271.875	3093.75	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	-1.0	0.142	0.357	NaN	NaN	0.338	0.793	NaN	NaN	10.14	27.755	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	138.535	"fill-di"	74.277	0	0	0	0.0	0.0	0.0	null	140.318	0.086
-0.8	0.048675	6187.5	3271.875	3393.75	NaN	NaN	NaN	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-10.0	0.142	0.387	NaN	NaN	0.338	0.86	NaN	NaN	10.14	30.1	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	148.571	"prime"	0.2	0	0	0	0.0	0.0	0.0	null	150.354	0.09
