cur	ec	mod-ps	rg-ps	di-ps	fw1-ps	fw2-ps	pf-ps	vlv-di-fill	vlv-di-in	vlv-di-out	vlv-rg-fill	vlv-rg-drain	vlv-rg-in	vlv-rg-out	vlv-fw1-in	vlv-fw1-out	vlv-fw2-in	vlv-po	vlv-mod-drain	pmp-sys	pmp-di	pmp-fw1	pmp-fw2	uv	en-anode1	en-cath1	pl-anode1	pl-cath1	en-anode2	en-cath2	pl-anode2	pl-cath2	pw	rg-he	di-he	fw1-he	fw2-he	rg-lev	di-lev	fw1-lev	fw2-lev	rg-vol	di-vol	fw1-vol	fw2-vol	pr-ec	ver	sn	mod-en	mod-pl	proc	proc-time	ph	ph-time	count	cyc	rnd	pr-last	rc-last	fr-last	halt-re	time	exec
-16.8	0.012925	12187.5	3900.0	3403.125	NaN	NaN	NaN	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-202.0	0.205	0.388	NaN	NaN	0.488	0.862	NaN	NaN	14.64	30.17	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	8.245	"prime"	7.428	0	0	0	0.0	0.0	0.0	null	10.027	0.086
-16.8	0.012925	12187.5	3900.0	3403.125	NaN	NaN	NaN	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-202.0	0.205	0.388	NaN	NaN	0.488	0.862	NaN	NaN	14.64	30.17	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	8.245	"prime"	7.428	0	0	0	0.0	0.0	0.0	null	10.027	0.086
-16.6	0.0363	12375.0	3946.875	3431.25	NaN	NaN	NaN	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-199.0	0.21	0.391	NaN	NaN	0.5	0.869	NaN	NaN	15.0	30.415	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	18.287	"prime"	17.47	0	0	0	0.0	0.0	0.0	null	20.069	0.089
-16.2	0.058575	12375.0	3900.0	3412.5	NaN	NaN	NaN	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	-194.0	0.205	0.389	NaN	NaN	0.488	0.864	NaN	NaN	14.64	30.24	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	28.328	"prime"	27.511	0	0	0	0.0	0.0	0.0	null	30.11	0.084
-12.7	0.0715	15375.0	4012.5	3675.0	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-152.0	0.216	0.415	NaN	NaN	0.514	0.922	NaN	NaN	15.42	32.27	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	38.368	"deionize"	7.03	0	1	0	0.0	0.0	0.0	null	40.15	0.087
-12.4	0.0781	14250.0	4031.25	3684.375	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-149.0	0.218	0.416	NaN	NaN	0.519	0.924	NaN	NaN	15.57	32.34	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	48.404	"deionize"	17.066	0	1	0	0.0	0.0	0.0	null	50.186	0.089
-10.1	0.0803	14812.5	4031.25	3646.875	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-121.0	0.218	0.413	NaN	NaN	0.519	0.918	NaN	NaN	15.57	32.13	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	58.44	"deionize"	27.102	0	1	0	0.0	0.0	0.0	null	60.222	0.088
-13.9	0.078375	16687.5	4031.25	3600.0	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-167.0	0.218	0.408	NaN	NaN	0.519	0.907	NaN	NaN	15.57	31.745	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	68.472	"deionize"	37.134	0	1	0	0.0	0.0	0.0	null	70.254	0.091
-12.4	0.0759	17250.0	4012.5	3581.25	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-149.0	0.216	0.406	NaN	NaN	0.514	0.902	NaN	NaN	15.42	31.57	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	78.51	"deionize"	47.172	0	1	0	0.0	0.0	0.0	null	80.292	0.093
-13.2	0.072325	15937.5	4031.25	3590.625	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-158.0	0.218	0.407	NaN	NaN	0.519	0.904	NaN	NaN	15.57	31.64	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	88.341	"deionize"	57.003	0	1	0	0.0	0.0	0.0	null	90.123	0.084
-13.1	0.069575	16312.5	4031.25	3600.0	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-157.0	0.218	0.408	NaN	NaN	0.519	0.907	NaN	NaN	15.57	31.745	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	98.376	"deionize"	67.038	0	1	0	0.0	0.0	0.0	null	100.158	0.084
