cur	ec	mod-ps	rg-ps	di-ps	fw1-ps	fw2-ps	pf-ps	vlv-di-fill	vlv-di-in	vlv-di-out	vlv-rg-fill	vlv-rg-drain	vlv-rg-in	vlv-rg-out	vlv-fw1-in	vlv-fw1-out	vlv-fw2-in	vlv-po	vlv-mod-drain	pmp-sys	pmp-di	pmp-fw1	pmp-fw2	uv	en-anode1	en-cath1	pl-anode1	pl-cath1	en-anode2	en-cath2	pl-anode2	pl-cath2	pw	rg-he	di-he	fw1-he	fw2-he	rg-lev	di-lev	fw1-lev	fw2-lev	rg-vol	di-vol	fw1-vol	fw2-vol	pr-ec	ver	sn	mod-en	mod-pl	proc	proc-time	ph	ph-time	count	cyc	rnd	pr-last	rc-last	fr-last	halt-re	time	exec
1.1	0.043725	5062.5	2971.875	2137.5	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	13.0	0.112	0.272	NaN	NaN	0.267	0.604	NaN	NaN	8.01	21.14	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	8.242	"fill-di"	1.204	0	0	0	0.0	0.0	0.0	null	10.035	0.091
0.8	0.044	4312.5	2981.25	2100.0	NaN	NaN	NaN	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	10.0	0.113	0.268	NaN	NaN	0.269	0.596	NaN	NaN	8.07	20.86	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	8.443	"fill-di"	1.405	0	0	0	0.0	0.0	0.0	null	10.236	0.087
0.9	0.044	27562.5	2746.875	2278.125	NaN	NaN	NaN	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	11.0	0.09	0.286	NaN	NaN	0.214	0.636	NaN	NaN	6.42	22.26	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	18.281	"prime"	5.823	0	0	0	0.0	0.0	0.0	null	20.074	0.09
1.0	0.04455	27000.0	2728.125	2268.75	NaN	NaN	NaN	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	12.0	0.088	0.285	NaN	NaN	0.21	0.633	NaN	NaN	6.3	22.155	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	28.314	"prime"	15.856	0	0	0	0.0	0.0	0.0	null	30.107	0.091
1.0	0.044275	27562.5	2737.5	2278.125	NaN	NaN	NaN	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	12.0	0.089	0.286	NaN	NaN	0.212	0.636	NaN	NaN	6.36	22.26	NaN	NaN	0.0	"2.5"	"F0034"	0	0	"PR"	38.349	"prime"	25.891	0	0	0	0.0	0.0	0.0	null	40.142	0.09
-12.1	0.043725	32062.5	2943.75	2671.875	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-145.0	0.109	0.325	NaN	NaN	0.26	0.722	NaN	NaN	7.8	25.27	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	48.389	"deionize"	5.423	0	1	0	0.0	0.0	0.0	null	50.182	0.09
-12.1	0.044	30750.0	2953.125	2578.125	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-145.0	0.11	0.316	NaN	NaN	0.262	0.702	NaN	NaN	7.86	24.57	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	58.43	"deionize"	15.464	0	1	0	0.0	0.0	0.0	null	60.223	0.093
-11.9	0.0429	31687.5	2953.125	2550.0	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-143.0	0.11	0.313	NaN	NaN	0.262	0.696	NaN	NaN	7.86	24.36	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	68.463	"deionize"	25.497	0	1	0	0.0	0.0	0.0	null	70.256	0.084
-11.8	0.042625	31312.5	2962.5	2578.125	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-142.0	0.111	0.316	NaN	NaN	0.264	0.702	NaN	NaN	7.92	24.57	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	78.494	"deionize"	35.528	0	1	0	0.0	0.0	0.0	null	80.287	0.084
-11.7	0.0418	30375.0	2953.125	2503.125	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-140.0	0.11	0.308	NaN	NaN	0.262	0.684	NaN	NaN	7.86	23.94	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	88.533	"deionize"	45.567	0	1	0	0.0	0.0	0.0	null	90.326	0.086
-11.8	0.0418	30000.0	2962.5	2578.125	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-142.0	0.111	0.316	NaN	NaN	0.264	0.702	NaN	NaN	7.92	24.57	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	98.371	"deionize"	55.405	0	1	0	0.0	0.0	0.0	null	100.164	0.087
-12.3	0.040425	29625.0	2934.375	2531.25	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-148.0	0.108	0.311	NaN	NaN	0.257	0.691	NaN	NaN	7.71	24.185	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	108.41	"deionize"	65.444	0	1	0	0.0	0.0	0.0	null	110.203	0.091
-12.8	0.04015	29625.0	2971.875	2512.5	NaN	NaN	NaN	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	1	-154.0	0.112	0.309	NaN	NaN	0.267	0.687	NaN	NaN	8.01	24.045	NaN	NaN	0.0	"2.5"	"F0034"	1	0	"PR"	118.45	"deionize"	75.484	0	1	0	0.0	0.0	0.0	null	120.243	0.089
